Ferme;Regie;Latitude;Longitude;Municipalite;Champs;Annee_implantation;Annee_labo;Variete;Etat;Rendement_lbs_par_ac;Rendement_plus1_lbs_par_ac;;Foliaire_Azote_%;Foliaire_Phosphore_%;Foliaire_Potassium_%;Foliaire_Magnesium_%;Foliaire_Calcium_%;Foliaire_Bore_ppm;T-Soufre (?);Foliaire_Cuivre_ppm;Foliaire_Zinc_ppm;Foliaire_Manganese_ppm;Foliaire_Fer_ppm;Foliaire_Aluminium_ppm;Foliaire_Sodium_%;T-Molybdene (?);Sol_pH_eau;Sol_pH_tampon;Sol_Phosphore_kg_par_ha);Sol_Potassium_kg_par_ha;Sol_Magnesium_kg_par_ha;Sol_Calcium_kg_par_ha;Sol_Aluminium_ppm;Sol_Matiere_organique_%;Sol_Zinc_ppm;Sol_Cu_ppm;Sol_Bore_ppm;Sol_Manganese_ppm;Sol_Fer_ppm;Sol_Sodium_kg_par_ha;Dose_N_lbs_par_ac;Dose_P2O5_lbs_par_ac;Dose_K2O_lbs_par_ac;Dose_MgO_lbs_par_ac;Dose_SO3_lbs_par_ac;Dose_Ca_lbs_par_ac;Dose_Cl_lbs_par_ac;Dose_Zn_lbs_par_ac;Dose_Cu_lbs_par_ac;Dose_B_lbs_par_ac;Dose_Fe_lbs_par_ac;Dose_Mn_lbs_par_ac;Dose_Mo_lbs_par_ac
Atocas Notre-Dame;Biologique;46,1753;71,5209;Notre-Dame-de-Lourdes;D01;1996;2020;Stevens;P;3622,624467;;;1,2;0,15;0,58;0,3;1,04;85,8;;5;28,6;736,1;199,8;79;0,0075;;;;;;;;;;;;;;;;19,2;14;72,5;2;112,5;25,2;0;0,16;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1751;71,521;Notre-Dame-de-Lourdes;D02;1996;2020;Stevens;P;6705,86022;;;1,1;0,15;0,73;0,28;0,89;84,1;;4;21,3;625,4;131,2;69;0,0075;;4,4;6,3;348;67;28;109;798;1,9;0,8;2,62;0,4;1,5;270,71;65;33,6;24,5;80;3,5;112,5;44,1;0;0,28;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1749;71,5209;Notre-Dame-de-Lourdes;D03;1996;2020;Stevens;P;4124,297846;;;1,1;0,16;0,65;0,31;0,99;89,9;;4,8;26,5;809,9;164,9;74;0,0075;;;;;;;;;;;;;;;;24;17,5;75;2,5;112,5;31,5;0;0,2;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1748;71,521;Notre-Dame-de-Lourdes;D04;2010;2020;Hyred;P;15905,9111;;;1,2;0,17;0,97;0,28;1,15;95;;3,5;20,1;719,5;141,6;129;0,02;;4,9;6,6;151;61;24;129;1179;0,9;0,5;4,28;0,5;1,5;172,78;82;48,15;31,5;85;4,5;112,5;56,7;0;0,36;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1746;71,5209;Notre-Dame-de-Lourdes;D05;1997;2020;Stevens;P;12206,21609;;;1,1;0,15;0,74;0,29;1;93,4;;5,3;23;717,4;106,8;82;0,0075;;;;;;;;;;;;;;;;43,2;31,5;85;4,5;112,5;56,7;0;0,36;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1742;71,5209;Notre-Dame-de-Lourdes;E01;2015;2020;Scarlet Knight;P;15341,01099;;;1,1;0,11;0,53;0,25;1,25;88;;5,1;33,4;333,5;129,3;180;0,0075;;;;;;;;;;;;;;;;67,35;45,5;95;6,5;112,5;81,9;0;0,52;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,174;71,5209;Notre-Dame-de-Lourdes;E02;1999;2020;Stevens;P;14826,54066;;;1,1;0,14;0,57;0,28;1,18;91,1;;4,2;30,6;727,5;170,8;96;0,0075;;4,6;6;366;68;36;151;901;1,8;1;2,99;0,4;1,5;243,96;81;38,4;28;82,5;4;112,5;50,4;0;0,32;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1738;71,5209;Notre-Dame-de-Lourdes;E03;2002;2020;Stevens;P;8593,579253;;;1,1;0,15;0,76;0,27;0,86;117;;5,3;19,8;585,8;137,5;86;0,0075;;;;;;;;;;;;;;;;38,4;28;82,5;4;112,5;50,4;0;0,32;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1736;71,5208;Notre-Dame-de-Lourdes;E04;1999;2020;Stevens;P;11148,05189;;;1,3;0,16;0,68;0,31;1,1;38,9;;6,1;29,4;744,3;124,5;82;0,0075;;4,7;6,2;289;78;34;131;779;1,9;1,3;3,54;0,5;1,5;238,38;76;38,4;28;82,5;4;112,5;50,4;0;0,32;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1733;71,5208;Notre-Dame-de-Lourdes;E05;2000;2020;Ben Lear;P;8643,088096;;;1,2;0,16;0,85;0,28;1,01;93,2;;5,4;19,8;760,7;155,7;95;0,0075;;;;;;;;;;;;;;;;48;35;87,5;5;112,5;63;0;0,4;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1731;71,5208;Notre-Dame-de-Lourdes;E06;2001;2020;Stevens;P;5875,170816;;;1,4;0,16;0,87;0,3;0,7;111,9;;5,7;23,7;717,2;175,6;113;0,0075;;;;;;;;;;;;;;;;43,2;31,5;85;4,5;112,5;56,7;0;0,36;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,173;71,5205;Notre-Dame-de-Lourdes;F01;2013;2020;Stevens;P;16055,13178;;;1,1;0,14;0,9;0,27;0,83;82,1;;6,2;20,9;432,5;118,3;77;0,0075;;5,2;6,7;136;53;29;105;458;0,5;0,8;2,52;0,5;1,5;157,48;91;52,8;38,5;115;5,5;211,5;69,3;0;0,44;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1726;71,5204;Notre-Dame-de-Lourdes;F03;2016;2020;Stevens;P;21291,14496;;;1,1;0,13;0,71;0,26;1,02;119,1;;5,8;24,6;446,6;194,2;120;0,0075;;;;;;;;;;;;;;;;52,8;38,5;115;5,5;211,5;69,3;0;0,44;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1724;71,5204;Notre-Dame-de-Lourdes;F04;2016;2020;Stevens;P;21291,14496;;;1,1;0,13;0,7;0,26;0,99;114,7;;5,7;23,2;441,3;193,9;124;0,0075;;5,4;6,6;88;42;19;75;514;0,5;0,7;2,04;0,4;1,5;87,79;82;52,8;38,5;115;5,5;211,5;69,3;0;0,44;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1723;71,5204;Notre-Dame-de-Lourdes;F05;2016;2020;Welker;P;33960,96;;;1,2;0,14;0,63;0,32;1,45;71;;4,9;23,8;472,2;93,3;109;0,0075;;;;;;;;;;;;;;;;72,15;49;122,5;7;211,5;88,2;0;0,56;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1721;71,5204;Notre-Dame-de-Lourdes;F06;2016;2020;Haines;P;35505,27533;;;1,3;0,14;0,61;0,31;1,28;59,5;;5,4;26,8;613,8;103,6;119;0,0075;;;;;;;;;;;;;;;;91,35;63;132,5;9;211,5;113,4;0;0,72;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1719;71,5209;Notre-Dame-de-Lourdes;F07;2017;2020;Mullica Queen;P;40515,56369;;;1,5;0,15;0,68;0,28;1,02;125;;5,1;27,2;365,8;107,3;120;0,0075;;;;;;;;;;;;;;;;91,35;63;107,5;9;202,5;113,4;0;0,72;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1717;71,5208;Notre-Dame-de-Lourdes;F08;2017;2020;Mullica Queen;P;40515,56369;;;1,5;0,14;0,58;0,27;1;97;;5,3;27,2;344,1;105,7;117;0,0075;;;;;;;;;;;;;;;;91,35;63;107,5;9;202,5;113,4;0;0,72;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1715;71,5208;Notre-Dame-de-Lourdes;F09;2017;2020;Mullica Queen;P;35964,34911;;;1,4;0,16;0,69;0,3;1,02;127,4;;5,1;28;364,8;107,1;107;0,0075;;;;;;;;;;;;;;;;91,35;63;107,5;9;202,5;113,4;0;0,72;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1714;71,5208;Notre-Dame-de-Lourdes;F10;2017;2020;Mullica Queen;P;35964,34911;;;1,3;0,14;0,62;0,26;0,95;110,3;;4,5;24,2;342;124;129;0,0075;;5,4;6,7;89;34;11,25;75;667;0,6;1,1;1,27;0,5;1,5;61,46;92;81,75;56;102,5;8;202,5;100,8;0;0,64;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1711;71,5208;Notre-Dame-de-Lourdes;G01;2019;2020;Welker;S;0;;;0,9;0,11;0,48;0,23;1,12;30,6;;3,9;19,9;104,5;91,3;81;0,0075;;;;;;;;;;;;;;;;76,8;56;40;8;0;100,8;0;0,64;0;0,75;0;0;0
Atocas Notre-Dame;Biologique;46,1709;71,5208;Notre-Dame-de-Lourdes;G02;2019;2020;Haines;S;0;;;1,1;0,14;0,47;0,28;1,19;36;;4,7;25,9;199,5;95,1;124;0,0075;;4,8;7;53;25;11,25;75;479;0,4;0,6;1,09;0,4;1,5;56,85;70;76,8;56;40;8;0;100,8;0;0,64;0;0,75;0;0;0
Ferme d'Or Site 1;Biologique;46,2305;71,5359;Villeroy;A02;1998;2020;Stevens;P;7000,101532;;;0,9;0,14;0,53;0,18;0,88;26,4;;2,7;14,5;288,4;87,8;40;0,04;;5,1;6,1;164;87;30;355;1339;1,5;0,7;0,93;0,6;1,5;376,67;101;38,4;28;56;9,4;290,6;50,4;0;0,32;1,25;0;0;0;0
Ferme d'Or Site 1;Biologique;46,2304;71,5357;Villeroy;A03;1998;2020;Stevens;P;7257,966907;;;0,9;0,15;0,59;0,18;0,82;28,5;;2,6;13;184,9;81,5;39;0,04;;;;;;;;;;;;;;;;38,4;28;56;9,4;290,6;50,4;0;0,32;1,25;0;0;0;0
Ferme d'Or Site 1;Biologique;46,2302;71,5355;Villeroy;A04;2002;2020;Stevens;P;8921,740625;;;0,9;0,11;0,46;0,19;1,1;31,1;;3,4;23,2;482,7;83,2;47;0,01;;5,1;6,3;165;71;23;229;897;1,1;0,6;1,22;0,7;1,5;218,56;98;38,4;28;56;9,4;290,6;50,4;0;0,32;1,25;0;0;0;0
Ferme d'Or Site 1;Biologique;46,2301;71,5353;Villeroy;A05;2012;2020;Stevens;P;14648,62217;;;1;0,12;0,48;0,18;1,1;31,9;;2,8;20,2;698,2;228,9;69;0,01;;;;;;;;;;;;;;;;52,8;38,5;63,5;10,9;290,6;69,3;0;0,44;1,25;0;0;0;0
Ferme d'Or Site 1;Biologique;46,23;71,5351;Villeroy;A06;2012;2020;Stevens;P;16497,65169;;;1;0,12;0,48;0,2;1,26;37,7;;3,4;24,8;611,3;148,6;66;0,01;;5,7;6,8;96;57;11,25;130;736;0,4;0,5;1,19;0,8;1,5;159,88;107;52,8;38,5;63,5;10,9;290,6;69,3;0;0,44;1,25;0;0;0;0
Ferme d'Or Site 1;Biologique;46,2258;71,535;Villeroy;A07;2006;2020;Stevens;P;7928,686429;;;0,9;0,11;0,49;0,17;0,99;30,2;;2,8;16,4;443,7;121;53;0,01;;;;;;;;;;;;;;;;43,2;31,5;58,5;9,9;290,6;56,7;0;0,36;1,25;0;0;0;0
Ferme d'Or Site 1;Biologique;46,2257;71,5348;Villeroy;A08;2006;2020;Stevens;P;11525,01891;;;1;0,13;0,46;0,21;1,26;34,2;;3,5;27,7;474,8;146,7;49;0,01;;5,5;6,3;91;69;41;480;1337;1,2;0,6;1,46;0,6;3;304,27;84;52,8;38,5;63,5;10,9;290,6;69,3;0;0,44;1,25;0;0;0;0
Ferme d'Or Site 1;Biologique;46,2256;71,5342;Villeroy;B01;2007;2020;Pilgrim;P;14084,63825;;;1,1;0,11;0,44;0,18;1,21;38,8;;3,6;29,7;377,9;120,2;58;0,0075;;;;;;;;;;;;;;;;62,4;45,5;68,5;11,9;290,6;81,9;0;0,52;1,25;0;0;0;0
Ferme d'Or Site 1;Biologique;46,2254;71,534;Villeroy;B02;2007;2020;Pilgrim;P;6408,7722;;;1;0,12;0,47;0,2;1,22;39;;3,6;28,6;278,3;116,6;53;0,0075;;5,7;6,8;144;68;15;203;949;0,6;0,6;1,51;0,7;1,5;136,38;101;62,4;45,5;68,5;11,9;290,6;81,9;0;0,52;1,25;0;0;0;0
Ferme d'Or Site 1;Biologique;46,2253;71,5338;Villeroy;B03;2007;2020;Pilgrim;P;5717,6301;;;1;0,12;0,46;0,2;1,25;36,8;;3,7;25;453,1;116,7;51;0,01;;;;;;;;;;;;;;;;52,8;38,5;63,5;10,9;290,6;69,3;0;0,44;1,25;0;0;0;0
Ferme d'Or Site 1;Biologique;46,2252;71,5337;Villeroy;B04;2007;2020;Pilgrim;P;6387,8285;;;1;0,13;0,49;0,2;1,23;42,9;;3,7;23,5;399,9;128,7;58;0,01;;5,6;6,7;128;79;19;171;764;0,5;0,7;1,25;0,6;1,5;185,43;91;62,4;45,5;68,5;11,9;290,6;81,9;0;0,52;1,25;0;0;0;0
Ferme d'Or Site 1;Biologique;46,2251;71,5335;Villeroy;B05;2007;2020;Pilgrim;P;7686,3379;;;1;0,11;0,44;0,2;1,3;35;;3,7;23,7;409,7;106,1;56;0,0075;;;;;;;;;;;;;;;;62,4;45,5;68,5;11,9;290,6;81,9;0;0,52;1,25;0;0;0;0
Ferme d'Or Site 1;Biologique;46,225;71,5334;Villeroy;B06;2007;2020;Pilgrim;P;7592,09125;;;1,1;0,13;0,47;0,23;1,43;37,4;;4,1;25,5;426,1;83,5;48;0,0075;;5,3;6,8;158;63;26;289;766;0,7;0,5;2,01;0,5;1,5;189,28;66;62,4;45,5;68,5;11,9;290,6;81,9;0;0,52;1,25;0;0;0;0
Ferme d'Or Site 1;Biologique;46,2247;71,5334;Villeroy;B07;2007;2020;Stevens;P;16605,36214;;;1,1;0,13;0,47;0,22;1,33;39;;3,5;28;605,1;127,7;59;0,01;;;;;;;;;;;;;;;;62,4;45,5;68,5;11,9;290,6;81,9;0;0,52;1,25;0;0;0;0
Ferme d'Or Site 1;Biologique;46,2246;71,5332;Villeroy;B08;2007;2020;Stevens;P;15971,06723;;;1;0,11;0,46;0,19;1,08;35,1;;3,1;19,3;506;96,5;51;0,0075;;5,2;6,8;157;76;23;227;611;0,7;0,7;1,42;0,5;1,5;197,08;87;62,4;45,5;68,5;11,9;290,6;81,9;0;0,52;1,25;0;0;0;0
Ferme d'Or Site 1;Biologique;46,2248;71,5344;Villeroy;B09;2007;2020;Stevens;P;16954,73068;;;1,1;0,12;0,47;0,22;1,21;47,8;;3,4;26;600,8;112,2;53;0,01;;;;;;;;;;;;;;;;62,4;45,5;68,5;11,9;290,6;81,9;0;0,52;1,25;0;0;0;0
Ferme d'Or Site 1;Biologique;46,225;71,5343;Villeroy;B10;2007;2020;Stevens;P;13268,63948;;;1;0,13;0,5;0,2;1,11;41,5;;3,2;21,7;684,2;127,9;60;0,05;;5,6;7;104;76;21;143;466;0,4;0,6;1,02;0,7;1,5;248,72;118;57,6;42;66;11,4;290,6;75,6;0;0,48;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,2213;71,5432;Villeroy;A01;1998;2020;Stevens;P;16160,34789;;;1,2;0,14;0,55;0,25;1,21;47,7;;3,8;25;468;101,4;46;0,03;;;;;;;;;;;;;;;;62,4;45,5;90;6,5;201,3;81,9;0;0,52;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,2212;71,5434;Villeroy;A02;1998;2020;Stevens;P;18769,67474;;;1,2;0,14;0,55;0,26;1,2;46,6;;3,3;25,1;441;116,3;50;0,03;;5,1;6;360;66;28;328;1029;1,5;1;2,56;0,5;1,5;306,28;107;62,4;45,5;90;6,5;201,3;81,9;0;0,52;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,2211;71,5437;Villeroy;A03;1998;2020;Stevens;P;21287,74634;;;1,2;0,15;0,54;0,28;1,36;53,1;;3,8;25;415,2;115,1;49;0,03;;;;;;;;;;;;;;;;62,4;45,5;90;6,5;201,3;81,9;0;0,52;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,2211;71,544;Villeroy;A04;1998;2020;Stevens;P;19134,528;;;1,2;0,13;0,5;0,26;1,33;46,5;;4,3;28,1;311,6;145,5;52;0,04;;5;6,5;357;62;31;399;857;1,6;1;1,81;0,6;1,5;254,98;115;57,6;42;87,5;6;201,3;75,6;0;0,48;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,221;71,5442;Villeroy;A05;1998;2020;Stevens;P;12188,63244;;;1,2;0,16;0,49;0,26;1,38;50,8;;4,2;27,7;283,9;121,6;51;0,03;;;;;;;;;;;;;;;;62,4;45,5;90;6,5;201,3;81,9;0;0,52;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,2209;71,5445;Villeroy;A06;1998;2020;Stevens;P;11526,32714;;;1,1;0,15;0,51;0,23;1,33;47,8;;3,9;27,8;298,9;129,9;56;0,03;;5,2;6,7;258;86;32;283;754;0,8;1,3;2,17;0,8;1,5;173,87;134;62,4;45,5;90;6,5;201,3;81,9;0;0,52;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,2214;71,5444;Villeroy;B01;1999;2020;Stevens;P;9523,872;;;1,1;0,16;0,59;0,24;1,31;52,5;;3,8;23,5;400,6;137,2;42;0,04;;;;;;;;;;;;;;;;67,2;49;78,5;12,4;203,3;88,2;0;0,56;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,2216;71,5445;Villeroy;B02;1999;2020;Stevens;P;9998,004156;;;1;0,12;0,45;0,18;1;44,6;;3,3;20,1;573,8;132,4;55;0,04;;4,8;6,1;268;73;30;356;811;1,6;0,9;1,88;0,4;1,5;203,67;96;57,6;42;73,5;11,4;203,3;75,6;0;0,48;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,2217;71,5448;Villeroy;B03;1999;2020;Stevens;P;26286,13718;;;1,2;0,14;0,45;0,19;1,25;44,3;;4;23,7;631;177;71;0,04;;;;;;;;;;;;;;;;62,4;45,5;76;11,9;203,3;81,9;0;0,52;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,2218;71,545;Villeroy;B04;1999;2020;Stevens;P;17413,79365;;;1,1;0,14;0,47;0,19;1,2;43,8;;3,3;22,8;553,4;173,5;70;0,04;;5,2;6,5;119;52;25;200;922;0,7;0,6;2,48;0,4;1,5;123,02;100;62,4;45,5;76;11,9;203,3;81,9;0;0,52;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,222;71,5451;Villeroy;B05;1999;2020;Stevens;P;19993,8134;;;1,2;0,13;0,45;0,19;1,3;48;;4,5;23,8;466,2;158,4;57;0,04;;;;;;;;;;;;;;;;62,4;45,5;76;11,9;203,3;81,9;0;0,52;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,2221;71,5453;Villeroy;B06;1999;2020;Stevens;P;14180,94068;;;1,1;0,13;0,48;0,19;1,12;41,8;;3,6;24,4;467,2;144,1;67;0,04;;4,8;6,6;394;67;28;316;1038;1,3;0,7;2,63;0,3;1,5;248,01;86;62,4;45,5;76;11,9;203,3;81,9;0;0,52;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,2223;71,5455;Villeroy;B07;1999;2020;Stevens;P;13374,21918;;;1,1;0,14;0,49;0,21;1,15;43,5;;3,9;24,6;454,2;189,8;77;0,04;;;;;;;;;;;;;;;;67,2;49;78,5;12,4;203,3;88,2;0;0,56;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,2224;71,5456;Villeroy;B08;2012;2020;Stevens;P;23936,66496;;;1,2;0,12;0,46;0,18;1,3;47,7;;3,3;22,8;404,2;161,4;51;0,04;;5,2;6,4;150;40;11,25;179;766;0,5;0,9;2,15;0,5;1,5;93,28;72;62,4;45,5;76;11,9;203,3;81,9;0;0,52;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,2228;71,5506;Villeroy;C01;2006;2020;Stevens;P;20719,04076;;;1;0,12;0,43;0,2;1,14;37,6;;3,6;19,9;284,4;164,3;51;0,04;;;;;;;;;;;;;;;;57,6;42;73,5;11,4;203,3;75,6;0;0,48;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,2227;71,5508;Villeroy;C02;2006;2020;Stevens;P;12100,00131;;;1,1;0,14;0,48;0,23;1,36;48,4;;3,6;27,4;382,8;146,3;48;0,03;;5,3;6,5;144;48;33;311;434;0,9;0,9;1,56;0,4;2;102,4;84;38,4;28;63,5;9,4;203,3;50,4;0;0,32;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,2234;71,5509;Villeroy;C03;2006;2020;Stevens;P;17584,83457;;;1,1;0,14;0,45;0,22;1,3;50,9;;3,6;27,4;320,9;184,1;58;0,04;;;;;;;;;;;;;;;;57,6;42;73,5;11,4;203,3;75,6;0;0,48;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,2235;71,5511;Villeroy;C04;2006;2020;Stevens;P;20016,97355;;;1,1;0,16;0,5;0,22;1,27;50,9;;3,6;23,4;249,5;155,4;44;0,04;;5,6;6,7;159;42;11,25;163;748;0,5;0,5;0,71;0,5;1,5;142,99;103;57,6;42;73,5;11,4;203,3;75,6;0;0,48;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,2236;71,5513;Villeroy;C05;2006;2020;Stevens;P;15700,44819;;;1;0,14;0,49;0,2;1,16;48,3;;2,9;18,9;219;165,9;46;0,04;;;;;;;;;;;;;;;;48;35;68,5;10,4;203,3;63;0;0,4;1,25;0;0;0;0
Ferme d'Or Site 2;Biologique;46,2233;71,5505;Villeroy;C06;2012;2020;Demoranville;P;29219;;;1;0,12;0,46;0,21;1,49;54,6;;3,2;24,6;350,6;173,6;47;0,03;;5,7;6,7;177;49;22;261;599;0,4;0,7;0,83;0,7;1,5;181,64;109;72;52,5;81;12,9;203,3;94,5;0;0,6;1,25;0;0;0;0
Rubis sur l'eau;Biologique;46,1125;71,5808;Saint-Rosaire;A01;2009;2020;Ben Lear;P;9115,773848;;;0,9;0,14;0,69;0,23;1,16;30,5;;2,9;24;563,9;238,3;108;0,01;;;;;;;;;;;;;;;;30,24;22,05;65,75;3,15;108,36;39,69;0;0,252;0,75;0;0;0;0
Rubis sur l'eau;Biologique;46,1124;71,5807;Saint-Rosaire;A02;2009;2020;Stevens;P;10261,83284;;;1;0,16;0,64;0,27;1,09;31,5;;3,6;27,8;605,4;228,2;95;0,0075;;4,9;6,4;59;59;11,25;104;1558;1,2;0,3;2,05;0,075;1,5;185,24;21;28,8;21;65;3;108,36;37,8;0;0,24;0,75;0;0;0;0
Rubis sur l'eau;Biologique;46,1122;71,5807;Saint-Rosaire;A03;2009;2020;Stevens;P;10261,83284;;;1,1;0,15;0,62;0,25;1,04;29,6;;3,6;26,4;637,3;294,4;106;0,0075;;;;;;;;;;;;;;;;28,8;21;65;3;108,36;37,8;0;0,24;0,75;0;0;0;0
Rubis sur l'eau;Biologique;46,112;71,5806;Saint-Rosaire;A04;2009;2020;Stevens;P;8296,257895;;;1;0,14;0,62;0,25;1,08;30,3;;3,6;25,1;519;218,3;93;0,0075;;4,6;6,5;159;72;16;141;1548;1,4;0,7;3,93;0,075;1,5;261,38;31;28,8;21;65;3;108,36;37,8;0;0,24;0,75;0;0;0;0
Rubis sur l'eau;Biologique;46,1118;71,5806;Saint-Rosaire;A05;2009;2020;Stevens;P;8296,257895;;;1,1;0,13;0,59;0,24;1,11;31,8;;3,6;25,5;558,7;216,6;89;0,0075;;;;;;;;;;;;;;;;28,8;21;65;3;108,36;37,8;0;0,24;0,75;0;0;0;0
Rubis sur l'eau;Biologique;46,1116;71,5806;Saint-Rosaire;B01;2010;2020;Stevens;P;11258,73165;;;1;0,15;0,6;0,26;1,17;37,9;;3,5;24,7;666,3;138,5;76;0,0075;;;;;;;;;;;;;;;;48;35;75;5;108,36;63;0;0,4;0,75;0;0;0;0
Rubis sur l'eau;Biologique;46,1114;71,5806;Saint-Rosaire;B02;2010;2020;Stevens;P;11258,73165;;;1,1;0,15;0,62;0,25;1,17;35,5;;3,6;25,1;578,4;123,3;70;0,0075;;4,6;6,4;52;35;11,25;75;1541;1;0,5;2,37;0,1;1,5;116,72;11,25;48;35;75;5;108,36;63;0;0,4;0,75;0;0;0;0
Rubis sur l'eau;Biologique;46,1112;71,5806;Saint-Rosaire;B03;2010;2020;Stevens;P;10493,73937;;;1,1;0,14;0,55;0,25;1,17;35,1;;3,5;27,1;564,5;130,3;73;0,0075;;;;;;;;;;;;;;;;38,4;28;70;4;108,36;50,4;0;0,32;0,75;0;0;0;0
Rubis sur l'eau;Biologique;46,1111;71,5806;Saint-Rosaire;B04;2010;2020;Stevens;P;10493,73937;;;1,1;0,14;0,58;0,24;1,18;30,3;;4,3;26,9;461,6;177,1;83;0,01;;4,8;6,3;85;49;11,25;151;1273;1,2;0,6;2,06;0,075;2,1;183,36;18;38,4;28;70;4;108,36;50,4;0;0,32;0,75;0;0;0;0
Rubis sur l'eau;Biologique;46,1109;71,5806;Saint-Rosaire;C01;2010;2020;Stevens;P;14568,31008;;;1,1;0,15;0,57;0,25;1,16;36,3;;4,1;25,3;607;146,5;76;0,01;;;;;;;;;;;;;;;;48;35;75;5;108,36;63;0;0,4;0,75;0;0;0;0
Rubis sur l'eau;Biologique;46,1107;71,5805;Saint-Rosaire;C02;2010;2020;Stevens;P;14568,31008;;;1,1;0,14;0,54;0,24;1,19;38,1;;5,2;26,2;606,5;132,4;79;0,02;;4,6;6;75;41;11,25;118;1558;1,3;0,6;2,43;0,075;1,5;108,98;18;48;35;75;5;108,36;63;0;0,4;0,75;0;0;0;0
Rubis sur l'eau;Biologique;46,1105;71,5805;Saint-Rosaire;C03;2010;2020;Stevens;P;12915,02451;;;1;0,13;0,54;0,22;1,14;32,1;;5,2;21,9;571,7;113,9;78;0,01;;;;;;;;;;;;;;;;48;35;75;5;108,36;63;0;0,4;0,75;0;0;0;0
Rubis sur l'eau;Biologique;46,1103;71,5805;Saint-Rosaire;C04;2010;2020;Stevens;P;12915,02451;;;1,1;0,13;0,55;0,22;1,17;31,7;;4,3;23;499,7;133,5;78;0,01;;4,6;5,9;67;37;11,25;75;1504;1;0,4;2,22;0,075;1,5;125,04;16;48;35;75;5;108,36;63;0;0,4;0,75;0;0;0;0
Rubis sur l'eau;Biologique;46,1101;71,5805;Saint-Rosaire;C05;2019;2020;Mullica Queen;S;4379;;;1,1;0,1;0,45;0,21;1,28;31,2;;3,1;21;227;104,6;55;0,01;;;;;;;;;;;;;;;;86,4;63;92;19,8;121;113,4;0;0,72;0;0;0;0;0
Rubis sur l'eau;Biologique;46,11;71,5806;Saint-Rosaire;C06;2019;2020;Mullica Queen;S;4379;;;1;0,1;0,44;0,19;1,21;31,3;;3,2;18,6;185,8;109,8;48;0,01;;4,9;6,4;48;31;11,25;179;1686;0,9;0,3;0,45;0,075;2,7;75,86;11,25;86,4;63;92;19,8;121;113,4;0;0,72;0;0;0;0;0
Rubis sur l'eau;Biologique;46,1107;71,5752;Saint-Rosaire;D01;2012;2020;Stevens;P;13839,9497;;;0,9;0,14;0,6;0,23;1,08;27,9;;2,9;24,3;472,5;194,2;96;0,03;;;;;;;;;;;;;;;;28,8;21;65;3;108,36;37,8;0;0,24;0,75;0;0;0;0
Rubis sur l'eau;Biologique;46,1108;71,5749;Saint-Rosaire;D02;2012;2020;Stevens;P;13839,9497;;;0,9;0,15;0,64;0,25;1,14;31,7;;3,1;26,7;496,6;191,9;93;0,03;;4,7;6,3;68;31;11,25;101;1078;0,8;0,5;2,72;0,1;1,5;140,47;46;28,8;21;65;3;108,36;37,8;0;0,24;0,75;0;0;0;0
